networkType,batteryLevel,isCharging,updateSizeMb,usageFrequency,isCriticalUpdate,shouldUpdate
2,0.321,1,315.76,0.137,1,1
2,0.43,0,262.79,0.289,0,1
2,0.423,0,577.42,0.483,1,1
0,0.314,1,540.33,0.051,0,0
1,0.461,1,43.43,0.564,0,1
1,0.438,1,120.79,0.173,0,1
2,0.397,0,428.61,0.182,0,1
2,0.36,0,409.28,0.779,0,0
2,0.68,0,321.44,0.619,0,1
1,0.651,0,460.69,0.234,0,0
1,0.591,0,92.74,0.87,0,1
1,0.897,0,79.76,0.398,0,0
2,0.399,0,239.46,0.228,0,1
2,0.356,0,620.67,0.268,0,0
2,0.204,0,78.44,0.224,0,0
2,0.337,0,715.67,0.694,0,0
2,0.259,0,446.87,0.128,0,0
1,0.74,0,120.02,0.108,0,0
2,0.632,0,80.33,0.342,0,1
1,0.935,0,150.54,0.418,0,0
2,0.505,1,135.79,0.257,0,1
0,0.651,0,34.12,0.212,0,0
1,0.76,0,78.31,0.478,0,0
0,0.863,1,70.77,0.176,1,1
2,0.639,0,307.6,0.17,0,1
1,0.209,1,168.66,0.046,0,0
1,0.524,0,354.33,0.497,0,0
1,0.658,0,54.05,0.223,0,0
1,0.269,0,466.64,0.261,1,0
1,0.384,0,292.39,0.723,0,0
2,0.591,0,707.85,0.862,1,1
2,0.307,1,143.32,0.456,0,1
1,0.872,0,34.05,0.746,0,1
2,0.451,0,337.62,0.592,0,1
2,0.401,1,421.91,0.575,0,1
2,0.251,0,156.08,0.363,1,1
2,0.601,0,489.61,0.905,0,1
1,0.45,0,279.29,0.452,0,0
2,0.874,0,63.26,0.483,0,1
2,0.807,1,485.93,0.48,0,1
2,0.518,0,255.13,0.925,0,1
2,0.681,0,691.79,0.483,0,0
2,0.558,0,49.38,0.42,0,1
1,0.585,1,210.43,0.457,0,1
1,0.872,0,182.54,0.891,0,0
0,0.717,0,584.51,0.33,0,0
2,0.549,0,485.03,0.712,0,1
2,0.15,1,151.98,0.81,0,1
2,0.097,0,627.51,0.518,0,0
1,0.696,0,354.71,0.206,0,0
1,0.311,0,157.25,0.232,0,0
1,0.843,0,118.32,0.566,0,0
2,0.754,0,398.25,0.56,0,1
0,0.529,0,255.04,0.524,0,0
2,0.717,0,770.86,0.678,0,0
1,0.511,0,445.5,0.291,0,0
1,0.697,0,144.31,0.115,0,0
1,0.538,0,88.99,0.346,0,0
1,0.494,0,157.97,0.737,0,0
2,0.954,0,448.42,0.689,0,1
1,0.456,0,239.79,0.569,0,0
2,0.341,0,252.16,0.238,0,1
0,0.929,0,654.5,0.745,0,0
2,0.784,1,492.2,0.325,0,1
2,0.944,0,279.45,0.37,0,1
2,0.619,1,233.57,0.314,0,1
2,0.717,0,473.03,0.642,0,0
2,0.368,0,209.58,0.845,0,1
2,0.555,1,357.35,0.641,0,1
2,0.7,0,83.47,0.208,0,1
1,0.514,1,383.87,0.052,0,0
1,0.244,0,295.98,0.135,0,0
2,0.729,0,617.92,0.393,0,0
2,0.02,0,455.7,0.725,0,0
1,0.421,0,93.91,0.556,0,0
1,0.572,0,138.83,0.821,0,0
2,0.44,1,279.17,0.565,0,1
2,0.691,0,52.17,0.618,0,1
2,0.513,1,256.56,0.618,0,1
1,0.801,0,127.6,0.475,0,0
2,0.201,1,233.18,0.243,0,1
2,0.941,0,221.94,0.89,0,1
2,0.708,0,269.36,0.316,0,1
2,0.35,0,307.54,0.37,0,1
1,0.612,1,180.04,0.677,0,1
2,0.584,1,175.76,0.113,0,1
2,0.75,1,327.93,0.246,0,1
0,0.833,0,669.67,0.821,0,0
2,0.43,0,311.42,0.887,1,1
2,0.196,1,476.29,0.41,0,0
2,0.31,0,373.01,0.033,0,1
2,0.323,0,232.08,0.596,1,1
0,0.613,0,285.8,0.901,0,0
2,0.669,0,373.39,0.793,0,1
0,0.705,1,193.31,0.367,0,0
2,0.777,0,309.36,0.514,0,1
1,0.786,1,130.2,0.7,0,1
2,0.408,0,424.97,0.61,0,1
1,0.51,1,91.99,0.724,0,1
1,0.474,1,103.19,0.095,0,1
2,0.437,0,309.62,0.713,0,1
2,0.498,1,278.8,0.597,0,1
2,0.554,1,390.2,0.425,0,1
2,0.85,1,385.77,0.789,0,1
2,0.664,1,455.51,0.093,0,1
2,0.646,0,149.63,0.293,0,1
1,0.535,0,330.62,0.843,0,0
2,0.429,0,589.81,0.129,1,1
2,0.828,1,691.47,0.552,0,1
1,0.661,0,95.54,0.09,0,0
2,0.713,0,148.35,0.61,0,1
1,0.726,1,25.08,0.072,0,1
2,0.719,1,285.19,0.801,0,1
1,0.482,0,424.03,0.82,0,0
1,0.192,0,43.99,0.492,0,0
2,0.815,0,251.25,0.396,1,1
2,0.573,1,660.92,0.549,0,1
2,0.485,0,210.37,0.649,1,1
2,0.231,0,783.93,0.793,0,0
2,0.869,1,63.0,0.337,0,1
1,0.473,1,94.39,0.414,1,1
1,0.728,0,130.89,0.418,0,0
2,0.375,0,437.69,0.233,1,1
1,0.937,0,387.15,0.195,0,0
1,0.567,1,44.92,0.737,0,1
2,0.479,0,582.94,0.186,0,0
2,0.085,0,343.53,0.349,0,0
2,0.779,1,297.77,0.476,1,1
1,0.531,0,133.83,0.929,0,1
2,0.388,1,192.26,0.884,1,1
2,0.676,0,407.43,0.383,0,1
2,0.474,0,339.93,0.735,1,1
1,0.679,0,170.91,0.442,0,0
1,0.627,0,385.7,0.77,0,0
2,0.8,0,377.4,0.954,1,1
1,0.805,0,205.19,0.426,0,0
1,0.572,0,97.85,0.495,0,0
2,0.575,0,95.02,0.668,0,1
1,0.305,0,57.32,0.709,0,0
0,0.58,1,426.88,0.249,1,1
1,0.719,0,67.13,0.624,0,0
2,0.715,1,323.02,0.452,0,1
1,0.477,0,228.2,0.545,0,0
2,0.405,0,138.4,0.677,1,1
1,0.373,0,54.93,0.385,0,0
1,0.511,0,21.28,0.491,0,1
1,0.443,0,138.46,0.411,0,0
0,0.797,0,665.98,0.251,0,0
2,0.89,1,216.86,0.485,0,1
1,0.681,1,107.86,0.433,0,1
0,0.395,0,349.57,0.432,0,0
2,0.592,1,476.2,0.595,0,1
1,0.448,0,58.08,0.622,1,1
2,0.845,1,294.63,0.734,1,1
1,0.811,0,93.12,0.564,1,1
1,0.591,0,224.68,0.477,0,0
2,0.675,0,71.44,0.283,0,1
2,0.39,0,618.84,0.391,0,0
1,0.331,0,178.86,0.477,0,0
2,0.162,0,650.02,0.682,0,0
2,0.491,1,558.69,0.21,0,1
1,0.438,0,203.12,0.62,0,0
1,0.512,0,315.5,0.429,1,0
2,0.557,1,669.54,0.518,0,1
2,0.242,1,750.62,0.615,0,0
2,0.616,0,247.15,0.425,0,1
2,0.517,0,381.01,0.071,0,1
2,0.574,0,200.0,0.617,0,1
1,0.617,0,217.77,0.106,0,0
1,0.685,0,153.74,0.078,1,0
2,0.358,0,135.27,0.682,0,1
1,0.264,1,324.14,0.869,0,0
0,0.58,0,623.32,0.575,0,0
2,0.685,1,369.14,0.51,0,1
0,0.389,0,33.96,0.595,0,0
1,0.673,1,190.45,0.678,0,1
1,0.847,1,327.27,0.577,0,0
1,0.566,0,454.71,0.916,0,0
1,0.181,0,131.97,0.612,0,0
2,0.377,0,148.33,0.839,0,1
2,0.8,0,557.63,0.699,0,0
2,0.659,0,234.55,0.855,0,1
2,0.705,1,271.92,0.79,0,1
2,0.498,0,749.25,0.439,0,1
2,0.542,1,305.59,0.302,0,1
2,0.75,1,210.81,0.962,0,1
2,0.663,1,363.38,0.216,0,0
2,0.589,0,343.84,0.884,0,1
2,0.181,0,449.62,0.827,0,0
1,0.896,0,215.6,0.338,0,0
0,0.801,0,571.29,0.737,1,0
1,0.248,0,95.65,0.728,0,0
2,0.67,1,524.06,0.657,0,1
2,0.683,0,81.27,0.177,1,1
2,0.272,0,60.56,0.345,0,0
1,0.467,0,234.57,0.172,0,0
1,0.931,1,224.43,0.776,0,0
2,0.134,0,102.86,0.221,0,1
2,0.591,1,731.17,0.923,0,1
0,0.63,1,501.75,0.456,0,0
2,0.566,1,636.88,0.246,0,1
1,0.739,0,128.59,0.188,0,0
2,0.526,0,394.93,0.425,0,1
1,0.38,0,97.36,0.441,0,0
1,0.406,1,85.73,0.695,0,1
1,0.289,0,75.84,0.361,0,0
2,0.177,0,215.93,0.283,0,0
2,0.653,1,244.46,0.146,0,1
1,0.383,1,253.81,0.151,0,0
1,0.987,0,148.87,0.085,0,0
2,0.529,0,340.9,0.615,0,1
2,0.29,0,384.15,0.177,0,0
2,0.562,0,66.71,0.111,0,1
2,0.248,0,150.86,0.263,0,0
2,0.493,0,208.31,0.276,0,1
2,0.762,1,296.53,0.589,0,1
2,0.923,0,268.43,0.201,0,1
2,0.494,0,590.03,0.744,0,0
0,0.644,1,455.03,0.025,0,0
2,0.165,0,351.92,0.404,0,0
2,0.195,1,235.39,0.806,1,1
2,0.807,0,479.92,0.213,0,0
2,0.094,1,555.03,0.63,0,1
2,0.656,1,725.74,0.283,0,0
1,0.418,0,77.65,0.411,0,0
1,0.049,0,199.49,0.105,0,0
1,0.206,0,61.08,0.707,0,0
2,0.378,0,537.63,0.675,0,0
2,0.357,0,154.63,0.268,0,1
2,0.715,0,168.22,0.875,0,1
2,0.286,0,487.27,0.355,1,1
2,0.469,0,645.9,0.933,0,0
2,0.644,0,451.32,0.947,0,1
2,0.51,1,179.68,0.972,0,1
2,0.71,1,151.56,0.75,0,1
2,0.323,1,430.18,0.406,1,1
2,0.34,0,566.29,0.751,0,0
2,0.397,0,245.42,0.714,1,1
2,0.721,0,188.41,0.314,0,1
1,0.493,0,168.46,0.681,0,0
2,0.669,0,252.68,0.647,0,1
1,0.138,1,113.98,0.668,0,0
2,0.758,0,266.21,0.414,0,1
1,0.285,0,222.87,0.854,0,0
1,0.78,1,281.41,0.207,0,0
1,0.811,0,187.92,0.729,0,0
2,0.544,1,594.87,0.324,0,1
1,0.603,0,89.51,0.22,0,0
2,0.635,0,276.13,0.554,0,1
2,0.289,1,127.48,0.224,0,1
2,0.874,1,371.78,0.587,0,1
2,0.321,0,175.46,0.985,0,1
2,0.251,0,684.3,0.345,0,0
2,0.589,1,708.61,0.107,0,0
1,0.51,0,149.1,0.561,0,0
2,0.786,0,190.86,0.682,1,1
2,0.526,0,326.56,0.014,0,1
2,0.319,1,466.49,0.883,0,1
1,0.725,0,177.82,0.539,0,0
1,0.466,1,86.01,0.327,0,1
1,0.567,0,84.47,0.408,1,1
1,0.405,1,82.53,0.608,0,1
2,0.837,0,168.73,0.455,0,1
2,0.76,0,431.21,0.689,0,1
2,0.838,0,258.95,0.469,0,1
2,0.632,0,279.64,0.407,0,1
2,0.243,0,151.77,0.731,1,1
2,0.261,0,250.93,0.392,0,0
1,0.782,1,101.67,0.261,0,1
0,0.668,0,160.37,0.844,1,0
2,0.535,0,276.93,0.297,1,1
1,0.9,0,73.25,0.206,0,0
0,0.468,0,608.75,0.046,0,0
2,0.974,0,178.59,0.044,0,1
1,0.797,0,49.25,0.694,1,1
2,0.436,0,584.14,0.498,0,0
2,0.371,1,248.76,0.65,0,1
0,0.855,0,650.48,0.468,0,0
2,0.328,0,123.95,0.718,0,1
2,0.531,0,314.87,0.733,0,1
2,0.413,1,209.49,0.591,0,1
2,0.632,0,639.0,0.584,0,0
2,0.511,0,143.12,0.39,0,1
2,0.433,0,207.21,0.504,0,1
2,0.848,1,358.44,0.311,0,1
2,0.379,1,602.46,0.255,0,1
1,0.502,0,233.29,0.495,0,0
2,0.177,0,542.15,0.118,0,0
2,0.178,0,108.54,0.297,0,0
2,0.274,0,228.06,0.051,0,0
2,0.412,1,360.33,0.717,0,1
2,0.778,0,369.55,0.647,0,1
2,0.879,0,769.45,0.516,0,0
1,0.746,1,259.27,0.048,0,0
2,0.288,0,130.34,0.354,0,0
2,0.621,0,107.9,0.36,1,1
2,0.055,0,487.23,0.592,0,0
1,0.135,0,166.18,0.01,0,0
0,0.266,0,219.54,0.389,0,0
1,0.204,0,409.86,0.521,0,0
2,0.608,0,143.43,0.147,1,1
2,0.269,0,529.92,0.352,0,0
0,0.874,0,110.43,0.534,0,0
2,0.37,1,301.08,0.446,0,1
2,0.745,1,514.55,0.663,1,1
2,0.803,0,100.5,0.845,1,1
2,0.508,1,347.53,0.781,0,1
2,0.336,0,261.43,0.309,0,1
1,0.637,1,156.61,0.843,0,1
2,0.204,0,481.44,0.597,0,0
2,0.846,0,155.73,0.683,0,1
0,0.584,0,1.62,0.521,1,0
1,0.625,0,380.44,0.251,0,0
2,0.646,0,610.42,0.126,0,0
2,0.102,1,259.45,0.65,0,1
1,0.667,1,77.82,0.479,1,1
2,0.087,1,212.75,0.684,0,1
1,0.805,0,338.78,0.728,0,0
2,0.818,1,300.78,0.422,0,1
2,0.594,0,221.91,0.277,0,1
2,0.982,0,238.52,0.539,0,1
1,0.289,0,63.9,0.875,0,0
1,0.623,0,108.74,0.477,0,0
2,0.308,1,280.48,0.657,0,1
1,0.154,0,286.86,0.277,0,0
0,0.37,0,541.05,0.595,1,0
2,0.38,1,216.99,0.095,0,0
1,0.111,0,180.75,0.334,0,0
1,0.581,0,162.06,0.769,0,0
2,0.684,0,214.4,0.352,1,1
1,0.734,0,64.67,0.629,0,0
2,0.134,0,459.32,0.526,0,0
1,0.259,1,192.74,0.463,0,0
1,0.599,0,163.93,0.11,0,0
1,0.467,0,217.16,0.166,0,0
2,0.662,0,203.96,0.491,1,1
2,0.509,0,335.05,0.901,0,1
1,0.359,0,338.67,0.324,0,0
2,0.664,0,382.0,0.218,0,1
2,0.721,0,364.36,0.492,0,1
2,0.69,1,345.22,0.182,0,1
1,0.802,0,306.95,0.21,0,0
2,0.631,1,108.54,0.133,0,1
1,0.702,1,27.18,0.143,0,1
2,0.394,1,721.43,0.148,0,0
0,0.885,1,375.67,0.478,0,1
2,0.367,0,429.09,0.837,0,1
1,0.506,0,71.47,0.558,0,0
1,0.647,1,158.49,0.335,0,1
2,0.525,0,128.5,0.68,0,1
1,0.395,0,158.69,0.814,0,0
2,0.312,1,420.69,0.101,0,0
2,0.671,1,304.68,0.35,0,1
2,0.561,1,359.16,0.394,0,1
1,0.87,0,103.61,0.687,0,0
2,0.65,1,111.99,0.821,0,1
1,0.439,0,289.27,0.946,0,0
2,0.866,1,670.77,0.068,0,1
2,0.375,1,366.41,0.25,0,1
2,0.61,0,612.68,0.938,1,1
2,0.749,1,732.65,0.15,0,0
1,0.281,0,55.32,0.304,1,1
1,0.814,0,388.6,0.353,0,0
2,0.358,0,155.95,0.027,0,1
1,0.842,0,219.09,0.302,0,0
2,0.534,1,479.58,0.628,0,1
2,0.829,0,213.13,0.762,0,1
1,0.198,0,73.59,0.565,0,0
1,0.62,0,49.89,0.183,1,1
1,0.635,0,184.41,0.524,0,0
2,0.309,0,371.15,0.254,0,0
2,0.732,1,228.91,0.736,0,1
2,0.272,1,418.65,0.87,1,1
0,0.426,0,524.23,0.987,0,0
2,0.303,0,193.26,0.651,1,1
2,0.673,0,208.61,0.404,0,1
1,0.517,1,452.75,0.177,0,0
1,0.564,1,98.36,0.581,0,1
2,0.149,0,127.82,0.704,1,1
2,0.4,0,254.39,0.316,0,1
1,0.559,1,173.53,0.406,0,1
2,0.313,1,745.2,0.241,0,0
2,0.407,1,479.06,0.086,0,1
2,0.369,1,105.75,0.54,1,1
2,0.704,1,544.05,0.753,0,1
2,0.592,1,159.78,0.334,0,1
2,0.622,0,238.09,0.279,0,1
2,0.512,1,760.47,0.13,0,0
2,0.443,0,126.11,0.709,1,1
1,0.34,0,378.42,0.537,0,0
1,0.394,0,91.29,0.851,1,1
1,0.354,0,260.58,0.527,0,0
2,0.731,0,332.42,0.664,0,1
0,0.56,0,444.32,0.617,0,0
2,0.471,0,244.51,0.878,0,1
2,0.78,0,410.22,0.363,0,1
2,0.352,1,445.93,0.7,0,1
2,0.742,1,489.35,0.617,0,1
1,0.633,0,337.18,0.102,1,0
2,0.465,1,558.55,0.51,0,1
1,0.373,0,215.56,0.162,0,0
1,0.753,0,210.81,0.074,0,0
2,0.148,1,141.88,0.194,0,1
1,0.536,0,198.81,0.114,0,0
1,0.439,0,123.25,0.154,0,0
2,0.306,1,216.9,0.498,0,1
2,0.736,0,260.25,0.616,1,1
2,0.488,0,344.73,0.259,0,1
0,0.401,0,221.61,0.504,0,0
2,0.342,0,154.68,0.474,0,1
2,0.137,0,569.42,0.806,0,0
1,0.828,0,141.29,0.316,1,0
2,0.779,0,130.73,0.15,0,1
1,0.895,0,221.35,0.222,0,1
2,0.285,0,470.72,0.689,0,0
2,0.914,0,123.01,0.113,0,1
1,0.931,0,318.08,0.935,1,0
0,0.847,0,93.76,0.732,0,0
2,0.222,1,84.92,0.834,0,1
2,0.776,0,318.91,0.304,0,1
1,0.927,0,308.76,0.607,1,0
1,0.523,0,30.45,0.633,0,1
2,0.342,0,326.96,0.55,0,1
2,0.416,1,394.17,0.739,0,1
1,0.712,0,196.79,0.375,0,0
1,0.72,1,117.57,0.456,0,0
0,0.731,0,616.23,0.39,0,0
1,0.177,0,230.91,0.343,0,0
2,0.761,0,98.86,0.604,1,1
2,0.544,1,796.8,0.44,0,0
2,0.17,1,383.96,0.689,0,1
1,0.638,0,285.79,0.465,0,0
0,0.745,1,377.93,0.52,0,0
2,0.9,0,234.52,0.555,0,1
2,0.811,1,725.38,0.902,0,1
1,0.414,1,305.37,0.479,0,0
2,0.661,0,434.83,0.661,0,1
2,0.885,1,583.25,0.718,1,0
1,0.969,0,227.33,0.39,1,0
2,0.68,0,251.22,0.469,0,1
2,0.772,0,594.96,0.452,0,0
1,0.794,0,85.68,0.521,0,0
2,0.835,0,577.31,0.298,0,0
0,0.264,0,167.11,0.572,0,0
2,0.214,0,229.09,0.787,0,0
2,0.213,1,527.53,0.426,0,1
2,0.562,0,371.61,0.226,0,1
2,0.548,0,58.02,0.829,0,1
1,0.607,0,324.92,0.882,0,0
2,0.984,0,365.43,0.601,0,1
2,0.855,0,428.09,0.371,1,1
1,0.42,0,124.99,0.054,0,1
1,0.657,0,74.72,0.562,1,1
2,0.596,0,797.94,0.536,0,0
2,0.326,1,480.76,0.689,1,1
1,0.931,0,236.82,0.548,0,0
2,0.776,1,267.85,0.828,0,1
1,0.841,0,173.06,0.351,1,0
2,0.808,0,532.65,0.493,0,0
1,0.551,0,285.24,0.604,1,0
2,0.672,1,763.67,0.325,0,0
2,0.832,1,225.5,0.154,0,1
2,0.207,1,111.58,0.655,0,1
1,0.936,0,123.62,0.555,1,0
0,0.607,0,134.47,0.88,0,0
2,0.271,0,277.14,0.479,0,0
1,0.409,0,103.41,0.315,0,0
1,0.754,1,60.33,0.594,0,1
2,0.137,0,131.16,0.799,0,0
1,0.302,0,308.26,0.895,0,0
2,0.722,0,138.66,0.279,0,1
1,0.102,0,143.33,0.247,1,0
1,0.313,0,308.0,0.3,1,0
1,0.349,0,228.39,0.752,0,0
0,0.678,1,200.43,0.474,0,0
2,0.672,0,212.45,0.787,1,1
2,0.821,0,253.59,0.474,0,1
0,0.664,0,535.65,0.874,1,0
2,0.308,1,500.73,0.915,0,1
1,0.968,1,264.85,0.254,0,0
2,0.88,0,335.81,0.224,0,1
1,0.857,0,313.28,0.085,0,0
1,0.712,0,144.15,0.765,0,1
2,0.704,1,93.91,0.283,0,1
1,0.145,0,57.22,0.447,0,0
2,0.801,0,329.1,0.156,0,1
2,0.176,0,498.41,0.719,0,0
2,0.518,0,425.98,0.218,0,1
1,0.763,1,108.01,0.612,1,1
2,0.322,1,263.72,0.889,0,1
1,0.677,0,80.12,0.515,0,0
2,0.425,0,224.93,0.624,0,1
1,0.412,1,126.26,0.642,0,1
1,0.864,0,419.31,0.179,0,0
2,0.384,0,554.59,0.361,0,0
2,0.536,0,191.7,0.823,0,1
2,0.7,0,108.47,0.331,0,1
2,0.319,0,282.38,0.689,0,1
1,0.644,0,109.85,0.447,0,0
2,0.834,0,311.74,0.191,1,1
2,0.781,0,487.6,0.613,0,0
2,0.38,1,501.94,0.401,0,1
2,0.578,0,514.12,0.724,0,1
1,0.393,0,151.59,0.457,1,1
1,0.533,0,67.39,0.403,0,0
1,0.533,0,222.85,0.246,0,0
2,0.903,1,92.26,0.192,0,1
0,0.283,0,289.66,0.793,1,0
2,0.929,1,592.44,0.775,0,1
1,0.555,0,101.03,0.549,0,0
2,0.559,1,132.03,0.149,1,1
2,0.716,0,234.65,0.245,0,1
2,0.534,0,261.62,0.536,0,1
1,0.729,0,161.57,0.197,0,0
2,0.814,0,454.63,0.137,0,0
1,0.694,0,423.79,0.662,0,0
2,0.185,0,555.02,0.561,0,0
2,0.609,0,648.05,0.088,1,1
1,0.763,0,268.63,0.221,0,0
2,0.643,0,748.72,0.192,0,0
2,0.59,0,46.98,0.421,0,1
2,0.595,0,521.14,0.302,1,1
2,0.31,1,572.32,0.586,0,1
1,0.74,0,76.99,0.719,0,0
2,0.581,1,601.4,0.534,0,1
2,0.274,1,625.96,0.126,0,1
2,0.355,0,98.13,0.151,0,1
2,0.598,0,694.29,0.741,0,0
0,0.667,0,658.23,0.254,0,0
2,0.315,0,777.72,0.528,0,0
2,0.971,1,217.26,0.138,0,1
2,0.816,0,582.91,0.505,0,0
0,0.448,1,405.37,0.33,0,0
2,0.256,0,213.86,0.268,1,1
2,0.45,0,518.69,0.064,1,1
1,0.952,0,224.61,0.546,0,0
0,0.34,0,570.53,0.484,1,0
2,0.533,0,212.77,0.476,1,1
2,0.804,1,346.01,0.938,0,1
2,0.436,0,209.77,0.176,0,1
2,0.46,0,77.49,0.446,1,1
2,0.562,0,442.07,0.526,1,1
2,0.732,1,308.64,0.621,0,1
2,0.47,0,602.05,0.249,0,1
1,0.798,0,368.14,0.687,0,0
2,0.669,0,119.96,0.185,0,1
2,0.824,0,432.75,0.237,1,1
2,0.644,1,305.19,0.789,1,1
1,0.174,0,147.57,0.277,0,0
2,0.382,0,359.85,0.13,0,1
1,0.663,1,78.94,0.606,0,1
2,0.267,0,113.83,0.887,1,1
2,0.134,1,416.03,0.299,1,1
0,0.881,0,613.99,0.729,0,0
2,0.595,1,152.83,0.916,0,1
2,0.919,0,192.91,0.232,0,1
1,0.945,0,149.82,0.822,1,0
1,0.136,0,124.33,0.656,0,0
2,0.417,0,160.34,0.041,0,1
1,0.834,1,215.72,0.525,0,1
1,0.556,0,86.1,0.778,0,1
1,0.474,1,466.01,0.518,0,0
1,0.599,0,124.37,0.311,1,0
2,0.622,1,105.63,0.846,0,1
0,0.565,0,224.1,0.172,0,0
1,0.845,1,28.78,0.722,0,1
2,0.78,0,410.6,0.508,1,1
1,0.264,0,344.67,0.723,0,0
1,0.597,1,298.22,0.145,0,0
2,0.489,0,677.68,0.663,0,0
1,0.33,1,376.75,0.598,0,0
2,0.282,1,486.02,0.505,0,1
2,0.805,1,156.12,0.211,0,1
2,0.414,1,711.31,0.195,0,0
1,0.477,0,203.57,0.127,0,1
2,0.672,1,240.76,0.829,0,1
2,0.119,0,334.34,0.659,1,1
2,0.452,0,523.62,0.356,0,0
2,0.708,1,345.45,0.492,0,1
1,0.393,0,136.43,0.778,1,0
2,0.428,0,310.01,0.463,1,1
1,0.593,0,118.77,0.324,0,0
1,0.85,0,107.16,0.945,0,1
2,0.357,0,233.6,0.659,1,1
0,0.572,0,448.01,0.544,0,0
1,0.455,0,251.06,0.595,0,0
2,0.77,1,47.33,0.828,1,0
1,0.713,0,378.63,0.711,0,0
1,0.904,1,264.44,0.566,0,0
0,0.702,0,306.12,0.513,0,0
0,0.343,0,644.08,0.571,0,0
2,0.456,0,600.07,0.518,0,0
1,0.321,0,103.45,0.229,0,0
1,0.204,0,151.71,0.671,0,0
2,0.97,0,475.67,0.456,1,1
2,0.611,0,314.25,0.376,0,1
2,0.653,1,573.19,0.912,0,1
2,0.368,0,90.2,0.129,1,1
2,0.852,1,114.72,0.197,0,1
2,0.092,0,88.63,0.811,0,0
1,0.838,1,48.35,0.656,0,1
2,0.709,0,478.34,0.918,0,1
1,0.491,0,63.54,0.124,1,1
2,0.453,1,765.2,0.409,0,0
2,0.119,0,224.52,0.307,0,0
1,0.622,0,139.51,0.322,0,0
2,0.66,1,551.63,0.634,0,1
1,0.371,1,207.87,0.601,1,1
1,0.749,1,120.16,0.433,0,1
2,0.631,0,125.53,0.292,0,1
2,0.107,0,730.4,0.225,1,1
1,0.64,0,84.56,0.335,0,0
1,0.604,0,267.2,0.334,0,0
0,0.059,0,196.58,0.541,0,0
1,0.09,0,295.23,0.207,0,0
2,0.786,1,132.51,0.697,0,1
1,0.388,0,424.24,0.88,0,0
2,0.525,0,243.2,0.609,0,1
1,0.455,0,361.97,0.107,0,0
2,0.716,0,276.77,0.935,0,1
2,0.723,0,107.73,0.886,1,1
2,0.201,0,494.53,0.613,0,0
1,0.613,0,44.34,0.661,1,1
2,0.455,0,482.52,0.498,0,0
2,0.499,0,750.86,0.283,0,0
1,0.571,0,278.48,0.47,0,0
1,0.673,1,196.19,0.334,0,1
0,0.502,0,456.12,0.531,0,0
2,0.062,0,251.63,0.37,0,0
2,0.484,0,175.69,0.088,0,1
2,0.498,0,459.67,0.383,0,0
0,0.346,0,567.7,0.923,0,0
1,0.87,0,400.56,0.369,0,0
1,0.634,0,304.2,0.487,0,0
2,0.484,0,598.73,0.505,0,0
1,0.471,0,332.39,0.205,0,0
0,0.583,0,596.04,0.691,1,0
2,0.716,0,244.34,0.351,0,1
0,0.425,0,108.21,0.53,0,0
2,0.128,0,580.79,0.172,0,0
1,0.321,0,237.69,0.738,1,0
1,0.824,1,367.64,0.833,0,0
2,0.781,1,365.55,0.582,0,0
1,0.765,0,46.65,0.643,0,1
2,0.776,0,362.08,0.513,0,1
2,0.651,0,480.55,0.548,0,0
2,0.421,0,661.87,0.243,1,1
1,0.45,0,187.94,0.405,1,0
1,0.324,0,373.43,0.619,0,0
2,0.279,0,366.44,0.898,0,0
2,0.619,1,80.75,0.228,0,1
1,0.67,0,240.19,0.953,0,0
2,0.52,1,543.17,0.612,0,1
2,0.777,0,38.23,0.248,0,1
2,0.614,1,303.21,0.282,0,1
2,0.642,0,194.85,0.213,0,1
2,0.351,0,528.49,0.514,0,0
1,0.71,0,132.71,0.21,0,1
0,0.324,1,111.63,0.342,0,0
2,0.485,0,103.6,0.579,0,1
0,0.62,0,181.48,0.571,0,0
2,0.424,0,272.89,0.778,0,1
2,0.568,1,755.06,0.273,0,0
1,0.471,0,245.41,0.66,0,0
2,0.431,0,421.69,0.072,1,1
1,0.348,0,48.95,0.723,0,0
2,0.456,0,87.94,0.565,0,1
1,0.656,1,246.79,0.029,0,1
2,0.67,0,408.36,0.201,0,1
2,0.622,1,281.71,0.469,0,1
2,0.639,0,597.35,0.422,0,0
2,0.521,1,412.57,0.942,0,1
1,0.749,0,181.4,0.094,1,0
1,0.721,0,115.21,0.08,0,0
2,0.71,1,615.74,0.557,0,1
0,0.829,1,675.57,0.931,0,0
2,0.821,1,187.14,0.236,0,1
2,0.318,0,322.53,0.355,0,1
2,0.048,0,468.81,0.741,0,0
2,0.545,0,531.97,0.452,0,0
2,0.372,0,465.33,0.337,1,1
2,0.662,0,40.0,0.434,0,1
1,0.607,1,113.93,0.35,0,1
1,0.281,0,136.2,0.075,0,0
2,0.418,0,109.09,0.345,0,1
1,0.325,0,27.96,0.395,0,0
1,0.283,0,247.39,0.24,1,0
1,0.964,0,241.96,0.677,1,0
1,0.278,1,75.21,0.711,1,1
2,0.713,0,546.65,0.053,0,0
1,0.653,0,196.68,0.574,0,0
2,0.346,1,815.45,0.664,1,1
2,0.207,0,256.0,0.891,0,0
2,0.533,0,644.58,0.326,0,0
1,0.593,1,447.1,0.678,0,0
1,0.271,1,377.73,0.758,0,0
0,0.599,0,314.2,0.798,0,0
